
** Map info dump

Setup Area human_world_solitary_region in FDAT file index 44

Objects 
idx  in_file offset type     
0    5af0    25b2f0 unknown       tile(  3f,  40,  4c)   3f  40  4c   0  20   0   0   4   0   0   0   0   0  f6  22   0  4b  fd  ff  ff  ff  ff  ff  ff
17   5c88    2f5c88 unknown       tile(  3d,  40,  48)   3d  40  48   0  3a   0   0   c   0   0   0   0   0   0  3b   0  20  fc  3b   0  97   0   1  ff
18   5ca0    2f5ca0 scenery       tile(  43,  40,  47)   43  40  47   0  37   0   0   3   0   8   0   0   0  f8  28   0   0   0   0   0   0   0   0   0
19   5cb8    2f5cb8 scenery       tile(  44,  40,  47)   44  40  47   0  36   0   0   0   0  f8   0   0   0   0  2b   0   0   0   0   0   0   0   0   0
20   5cd0    2f5cd0 scenery       tile(  49,  40,  4a)   49  40  4a   0  37   0   0   0   0   8   0   0   0   0  5c   0   0   0   0   0   0   0   0   0
21   5ce8    2f5ce8 scenery       tile(  49,  40,  4a)   49  40  4a   0  37   0   0   3   0   2   0   0   0  f8  5d   0   0   0   0   0   0   0   0   0
22   5d00    2f5d00 scenery       tile(  49,  40,  4a)   49  40  4a   0  36   0   0   8   0  fa   0   0   0   0  5d   0   0   0   0   0   0   0   0   0
23   5d18    2f5d18 scenery       tile(  49,  40,  4a)   49  40  4a   0  37   0   0   3   0  f8   0   0   0  f8  5d   0   0   0   0   0   0   0   0   0
24   5d30    2f5d30 unknown       tile(  35,  41,  49)   35  41  49   0  39   0   0   0   0  fa   0  f8   0   0  81   0  14  ff  81   0  9a   0   1  ff
25   5d48    2f5d48 totem         tile(  43,  40,  3e)   43  40  3e   0   1   0   0   c   0   c   0   0   0   0  94   0  2c   0   0   0   0   0   0   0
26   5d60    2f5d60 exit-totem    tile(  3b,  40,  3e)   3b  40  3e   0   3   0   0   4   0  f4   0   0   0   0  96   0   6  fa   0   5   0   0   0   3
27   5d78    2f5d78 gate-6        tile(  39,  41,  4b)   39  41  4b   0  fb   0   0   0   0   0   0   0   0   0  8c   0  80  80   6  7f  80   0  78   0
28   5d90    2f5d90 gate-2        tile(  4a,  40,  4a)   4a  40  4a   0  fb   0   0   0   0   0   0   0   0   0  5c   0  80  80   2  7f  80   0  f0   0
29   5da8    2f5da8 scenery       tile(  47,  40,  49)   47  40  49   0  dd   0  98   8   0   4  24  fa  d4  fe  58   0   9   0   0   0   0   0   0   0
33   5e08    2f5e08 gate-1        tile(  42,  40,  44)   42  40  44   0  fb   0   0   0   0   0   0   0   0   0   7   0  40  40   1  7f  40   0  3c   0
34   5e20    2f5e20 gate-0        tile(  46,  40,  42)   46  40  42   0  fb   0   0   0   0   0   0   0   0   0   4   0  40  40   0  7f  40   0  3c   0
35   5e38    2f5e38 gate-3        tile(  3d,  40,  4a)   3d  40  4a   0  fb   0   0   0   0   0   0   0   0  f8  45   0  80  80   3  7f  80   0  3c   0
36   5e50    2f5e50 gate-4        tile(  34,  41,  48)   34  41  48   0  fb   0   0   0   0   0   0   0   0  f8  85   0  40  40   4  7f  40   0  3c   0
37   5e68    2f5e68 gate-5        tile(  44,  40,  4a)   44  40  4a   0  fb   0   0   0   0  f8   0   0   0   0  6e   0  40  40   5  7f  40   0  3c   0
38   5e80    2f5e80 gate-7        tile(  3d,  40,  45)   3d  40  45   0  fb   0   0   0   0   0   0   0   0   0  70   0  40  40   7  7f  40   0  3c   0
39   5e98    2f5e98 gate-8        tile(  42,  40,  47)   42  40  47   0  fb   0   0   0   0   0   0   0   0   0  2d   0  40  40   8  7f  40   0  3c   0

Setup Area human_world_forgotten_region in FDAT file index 64

Objects 
idx  in_file offset type     
0    5af0    38c2f0 scenery       tile(  39,  40,  44)   39  40  44   0  71   0   0   4  d6   6   0   0  ff  f9  33   0   0   0   0   0   0   0   0   0
1    5b08    38c308 unknown       tile(  39,  40,  44)   39  40  44   0  70   0   0   4  d6   6  f6  ff  ff  f9  33   0  20  fc  ff  ff  ff  ff  ff  ff
2    5b20    38c320 scenery       tile(  44,  40,  3e)   44  40  3e   0  76   0   0   2   0  fe   0   0  dc   5  16   0   0   0   0   0   0   0   0   0
3    5b38    38c338 scenery       tile(  39,  40,  43)   39  40  43   0  dd   0   0   4   0  fe  24  fa  20   3  36   0   c   0   0   0   0   0   0   0
4    5b50    38c350 scenery       tile(  3b,  40,  44)   3b  40  44   0  79   0   0   0   0  fa   0   0   0  fa  32   0   0   0   0   0   0   0   0   0
5    5b68    38c368 scenery       tile(  3a,  40,  44)   3a  40  44   0  78   0   0   2  b0   4   0   0   0  fc  33   0   0   0   0   0   0   0   0   0
6    5b80    38c380 unknown       tile(  46,  40,  3d)   46  40  3d   0  6f   0   0   0   0   4   0   0   0   0  17   0  1c  fc  ff  f0  ff  ff  ff  ff
7    5b98    38c398 unknown       tile(  46,  40,  3d)   46  40  3d   0  75   0   0   c  40   6   0   0   0   0  17   0  17  fc  ff  ff  ff  ff  ff  f0
8    5bb0    38c3b0 unknown       tile(  44,  40,  3d)   44  40  3d   0  73   0   0   0   0   3   0   0  80   4  12   0  2d  ff  12   0  75   0   1   7
9    5bc8    38c3c8 unknown       tile(  45,  40,  3d)   45  40  3d   0  73   0   0   8   0  fd   0   0  80  fb  13   0  2d  ff  13   0  76   0   1   7
10   5be0    38c3e0 scenery       tile(  46,  40,  42)   46  40  42   0  72   0   0   4   0  fc   0  f8   0   0  1e   0   0   0   0   0   0   0   0   0
11   5bf8    38c3f8 unknown       tile(  41,  40,  3d)   41  40  3d   0  73   0   0   8   0  fd   0   0  80  fb  21   0  2d  ff  21   0  77   0   1   7
12   5c10    38c410 unknown       tile(  3d,  40,  3e)   3d  40  3e   0  73   0   0   4  80  fb   0   0   0   3  25   0  2d  ff  25   0  7a   0   1   7
13   5c28    38c428 unknown       tile(  3d,  40,  40)   3d  40  40   0  73   0   0   4  80  fb   0   0   0   3  28   0  2d  ff  28   0  7b   0   1   7
14   5c40    38c440 unknown       tile(  45,  40,  3c)   45  40  3c   0  74   0   0   c  40   6   0   0  52   3  15   0  14  fc  ff  ff  ff  ff  ff  ff
15   5c58    38c458 unknown       tile(  42,  40,  3f)   42  40  3f   0  7a   0   0   0   0   0   0   0   0  ff   e   0  14  ff   e   0  61   0   1  ff
16   5c70    38c470 unknown       tile(  3c,  40,  3b)   3c  40  3b   0  7a   0   0   c   0  ff   0   0   0   0  3f   0  2d  ff  3f   0  62   0   1  ff
17   5c88    38c488 totem         tile(  44,  40,  41)   44  40  41   0   2   0   0   4   0   2   0   0   0   0  1d   0  2d   0   0   0   0  fe  e8   0
18   5ca0    38c4a0 exit-totem    tile(  39,  40,  45)   39  40  45   0   3   0   0   4   0   8   0   0   0   0  68   0   5  fb   0  fe   0   0   0   3
19   5cb8    38c4b8 unknown       tile(  42,  40,  43)   42  40  43   0  7e   0   0   0   0  f8   0   0   0  fa   3   0   c  fc  ff  ff  ff  ff  ff  ff
20   5cd0    38c4d0 unknown       tile(  42,  40,  43)   42  40  43   0  7e   0   0   0   0   8   0   0   0  fa   3   0   c  fc  ff  ff   5  ff  ff  ff
21   5ce8    38c4e8 unknown       tile(  43,  40,  3d)   43  40  3d   0  73   0   0   8   0  fd   0   0  80  fb  11   0  2d  ff  11   0  74   0   1   7
22   5d00    38c500 unknown       tile(  3f,  40,  3d)   3f  40  3d   0  73   0   0   8   0  fd   0   0  80  fb  5d   0  2d  ff  5d   0  78   0   1   7
23   5d18    38c518 unknown       tile(  40,  40,  3d)   40  40  3d   0  73   0   0   0   0   3   0   0  80   4  5e   0  2d  ff  5e   0  79   0   1   7
24   5d30    38c530 unknown       tile(  3d,  40,  3b)   3d  40  3b   0  7b   0   0   0   0  fe  78  ec   0   1  3e   0  46  fb  ff  ff  ff  ff  ff  ff
25   5d48    38c548 unknown       tile(  3d,  40,  3b)   3d  40  3b   0  7b   0   0   6   0   2  78  ec   0   2  3e   0  44  fb  ff  ff  ff  ff  ff  ff
26   5d60    38c560 scenery       tile(  46,  40,  40)   46  40  40   0  72   0   0   4   0  fc   0  f8   0   0  1a   0   0   0   0   0   0   0   0   0
27   5d78    38c578 scenery       tile(  46,  40,  3e)   46  40  3e   0  72   0   0   c   0   4   0  f8   0   0  18   0   0   0   0   0   0   0   0   0
28   5d90    38c590 scenery       tile(  42,  40,  3d)   42  40  3d   0  72   0   0   8   0   0   0  f8   0  fc  10   0   0   0   0   0   0   0   0   0
29   5da8    38c5a8 scenery       tile(  3e,  40,  3d)   3e  40  3d   0  72   0   0   8   0   0   0  f8   0  fc  23   0   0   0   0   0   0   0   0   0
30   5dc0    38c5c0 scenery       tile(  3b,  40,  42)   3b  40  42   0  72   0   0   0   0   2   0  f8   0   4  2d   0   0   0   0   0   0   0   0   0
31   5dd8    38c5d8 scenery       tile(  3d,  40,  43)   3d  40  43   0  72   0   0   4   0  fc   0  f8   0   0  38   0   0   0   0   0   0   0   0   0
32   5df0    38c5f0 scenery       tile(  3d,  40,  41)   3d  40  41   0  72   0   0   4   0  fc   0  f8   0   0  2a   0   0   0   0   0   0   0   0   0
33   5e08    38c608 scenery       tile(  3d,  40,  3c)   3d  40  3c   0  72   0   0   4   0  fc   0  f8   0   4  39   0   0   0   0   0   0   0   0   0
34   5e20    38c620 exit-door     tile(  46,  40,  46)   46  40  46   0  fc   0   0   0   0   0   0   0   0   0   0   0   1   6   3   1   1   0   1  f8
35   5e38    38c638 gate-index    tile(  46,  40,  45)   46  40  45   0  fc   0   0   0   0   0   0   0   0   0  1f   0  ff  ff  ff   1   1   6  ff   0
36   5e50    38c650 gate-index    tile(  3d,  41,  49)   3d  41  49   0  fc   0   0   0   0   0   0   0   0   0  1f   0  ff  ff  ff   1   1   6  ff   0
37   5e68    38c668 exit-door     tile(  3d,  41,  4a)   3d  41  4a   0  fc   0   0   0   0   0   0   0   0   0  73   0   2   7  fa   0   0   0   1  f8
38   5e80    38c680 gate-6        tile(  46,  40,  3d)   46  40  3d   0  fb   0   0   0   0   0   0   0   0   0  17   0  40  40   6  7f  40   0  78   0
39   5e98    38c698 gate-3        tile(  3c,  40,  3a)   3c  40  3a   0  fb   0   0   0   0   0   0   0   0   0  46   0  80  80   3  7f  80   0  f0   0
40   5eb0    38c6b0 gate-0        tile(  3c,  40,  40)   3c  40  40   0  fb   0   0   0   0  f2   0   0   0   0  29   0  40  40   0  7f  40   0  3c   0
41   5ec8    38c6c8 exit-totem    tile(  43,  3f,  44)   43  3f  44   0   3   0   0   c   0  fc   0   0   0   0  67   0   f  f8   0  f6   0   0   0   3
42   5ee0    38c6e0 gate-1        tile(  3c,  40,  3e)   3c  40  3e   0  fb   0   0   0   0  f2   0   0   0   0  26   0  40  40   1  7f  40   0  3c   0
43   5ef8    38c6f8 gate-2        tile(  39,  40,  42)   39  40  42   0  fb   0   0   0   0   0   0   0   0   0  37   0  40  40   2  7f  40   0  3c   0
44   5f10    38c710 gate-4        tile(  3d,  40,  36)   3d  40  36   0  fb   0   0   0   0   0   0   0   0   0  55   0  80  80   4  7f  80   0  3c   0
45   5f28    38c728 gate-5        tile(  38,  40,  3b)   38  40  3b   0  fb   0   0   0   0   0   0   0   0   0  43   0  80  80   5  7f  80   0  3c   0
46   5f40    38c740 gate-7        tile(  42,  40,  43)   42  40  43   0  fb   0   0   0   0   0   0   0   0   0   3   0  80  80   7  7f  80   0  3c   0
47   5f58    38c758 totem         tile(  44,  40,  43)   44  40  43   0   0   0   0   4   0   2   0   0   0   0  7d   0   0   0   0   0   0   0   0   0
48   5f70    38c770 scenery       tile(  3a,  40,  45)   3a  40  45   0  db   0   0   8   0   0  24  fa   0  f8  6e   0   d   0   0   0   0   0   0   0

Setup Area human_world_cursed_region in FDAT file index 14

Objects 
idx  in_file offset type     
0    5af0     a02f0 unknown       tile(  45,  40,  40)   45  40  40   0  3f   0   0   c   0  fe   0  fc   0   0  79   0  18  ff  79   0  94   0   1  ff
1    5b08     a0308 totem         tile(  47,  40,  4d)   47  40  4d   0   0   0   0   c  dc   5  f4   1   0   0  54   0   0   0   0   0   0   0   0   0
2    5b20     a0320 gate-index    tile(  40,  40,  39)   40  40  39   0  fc   0   0   0   0   0  80  f7   0   0   3   0  ff  ff  ff   1   1   1  ff   0
3    5b38     a0338 exit-door     tile(  40,  40,  38)   40  40  38   0  fc   0   0   0   0   0   0  f8   0   0   0   0   9   2   8   0   0   4   2   0
4    5b50     a0350 unknown       tile(  42,  40,  43)   42  40  43   0  1e   0   0   8   0   0   0   0   0   0  2e   0  1c  ff  2e   0  93   0   1  ff
5    5b68     a0368 unknown       tile(  42,  40,  48)   42  40  48   0  1e   0   0   0   0   0   0  f8   0   0  3c   0  1c  ff  3c   0  96   0   1  ff
6    5b80     a0380 scenery       tile(  45,  40,  40)   45  40  40   0   5   0   0   8   0  fc   0  fb  38  ff  79   0   0   0   0   0   0   0   0   0
7    5b98     a0398 unknown       tile(  3e,  40,  45)   3e  40  45   0   4   0   0   c   0   0   0   b   0  ff  30   0  1e  ff  30   0  95   0   1  ff
8    5bb0     a03b0 unknown       tile(  4c,  40,  49)   4c  40  49   0  1e   0   0   4   0   0   0  f8   0   0  5e   0  1c  ff  5e   0  98   0   1  ff
9    5bc8     a03c8 unknown       tile(  4e,  40,  49)   4e  40  49   0  3b   0   0   0   0   0   0  f8   0   0  60   0  18  ff  60   0  99   0   1  ff
10   5be0     a03e0 scenery       tile(  3f,  40,  3f)   3f  40  3f   0   6   0   0   0   0   0   0   0   0   0   f   0   0   0   0   0   0   0   0   0
11   5bf8     a03f8 scenery       tile(  42,  40,  41)   42  40  41   0   6   0   0   0   0   0   0   0   0   0  21   0   0   0   0   0   0   0   0   0
12   5c10     a0410 scenery       tile(  42,  40,  4a)   42  40  4a   0   6   0   0   0   0   0   0  f8   0   0  42   0   0   0   0   0   0   0   0   0
13   5c28     a0428 scenery       tile(  52,  40,  4a)   52  40  4a   0   6   0   0   8   0   0   0  f8   0  fc  6f   0   0   0   0   0   0   0   0   0
14   5c40     a0440 scenery       tile(  52,  40,  48)   52  40  48   0   6   0   0   3   0   0   0  f8   0   4  6d   0   0   0   0   0   0   0   0   0
15   5c58     a0458 unknown       tile(  42,  40,  41)   42  40  41   0  1d   0   0   0   0   0  c0  f9   0   0  21   0  7f  fe  ff  ff  ff  ff  ff  ff
16   5c70     a0470 unknown       tile(  3f,  40,  3f)   3f  40  3f   0  1d   0   0   0   0   0  c0  f9   0   0   f   0  80  fe  ff  ff  ff  ff  ff  ff
17   5c88     a0488 unknown       tile(  42,  40,  4a)   42  40  4a   0  1d   0   0   0   0   0  be  f1   0   0  42   0  80  fe  ff  ff  ff  ff  ff  ff
18   5ca0     a04a0 unknown       tile(  53,  40,  4a)   53  40  4a   0  1d   0   0   0   0   0  66  ef   0  fa  70   0  7e  fe  ff  ff  ff  ff  ff  ff
19   5cb8     a04b8 unknown       tile(  53,  40,  48)   53  40  48   0  1d   0   0   0   0   0  66  ef   0   6  72   0  7d  fe  ff  ff  ff  ff  ff  ff
20   5cd0     a04d0 unknown       tile(  52,  40,  48)   52  40  48   0  1d   0   0   0   0   0  be  f1   0   4  6d   0  7f  fe  ff  ff  ff  ff  ff  ff
21   5ce8     a04e8 unknown       tile(  52,  40,  4a)   52  40  4a   0  1d   0   0   0   0   0  be  f1   0  fc  6f   0  80  fe  ff  ff  ff  ff  ff  ff
22   5d00     a0500 scenery       tile(  3f,  40,  48)   3f  40  48   0  13   0   0   e   0  f8   0   b   0  f8  37   0   0   0   0   0   0   0   0   0
23   5d18     a0518 scenery       tile(  3f,  40,  47)   3f  40  47   0  14   0   0   1  2a  f9   0   b   0   2  38   0   0   0   0   0   0   0   0   0
24   5d30     a0530 scenery       tile(  3d,  40,  47)   3d  40  47   0  13   0   0   3   0   8   0   b   0  fd  36   0   0   0   0   0   0   0   0   0
25   5d48     a0548 scenery       tile(  3d,  40,  47)   3d  40  47   0  14   0   0   5   0   4   0   b  b0   4  36   0   0   0   0   0   0   0   0   0
26   5d60     a0560 scenery       tile(  3e,  40,  47)   3e  40  47   0  14   0   0   8  f8  f8   0   b   0   4  37   0   0   0   0   0   0   0   0   0
27   5d78     a0578 scenery       tile(  3f,  40,  46)   3f  40  46   0  13   0   0   5   0  fc   0   b   0  ff  33   0   0   0   0   0   0   0   0   0
28   5d90     a0590 scenery       tile(  3f,  40,  46)   3f  40  46   0  14   0   0   0   0  f8   0   b   0   8  33   0   0   0   0   0   0   0   0   0
29   5da8     a05a8 unknown       tile(  48,  40,  49)   48  40  49   0  1e   0   0   4   0   0   0  f8   0   0  46   0  18  ff  46   0  97   0   1  ff
