Randomization - Using given seed 1234567890
Swapping creatures 01_dweller (death_world_gate_of_the_dead) and 0d_blood_bone (death_world_undead_layer)
Swapping creatures 00_dark_spider (human_world_cursed_region) and 09_dark_fairy (monster_world_screeching_area)
Swapping creatures 02_parasite (monster_world_false_eye_area) and 0a_armored_slayer (fire_world_molten_cavern)
Swapping creatures 0c_hanging_dead (earth_world_poisonous_cavern) and 0d_dark_spider (human_world_solitary_region)
Swapping creatures 02_blood_slime (earth_world_stone_cavern) and 0d_saurian_warrior_b (monster_world_false_eye_area)
Swapping creatures 00_dark_spider (monster_world_screeching_area) and 0a_demons_eye (earth_world_poisonous_cavern)
Swapping creatures 00_kabasaur (water_world_watery_labyrinth_area) and 0e_rotting_face (death_world_lingering_curse_layer)
Swapping creatures 04_dragon_turtle (water_world_white_rain_area) and 0c_worm_face (water_world_impure_pool_area)
Swapping creatures 04_kabasaur (water_world_sunken_river_area) and 08_apocrypha (human_world_solitary_region)
Swapping creatures 0c_hanging_dead (human_world_solitary_region) and 06_hell_warrior (death_world_gate_of_the_dead)
Swapping creatures 05_cocoon_plant (earth_world_false_pit_cavern) and 04_cannon_snail (illusion_world_worship_domain)
Swapping creatures 02_watcher_plant (illusion_world_worship_domain) and 05_acid_pod (fire_world_burning_cavern)
Swapping creatures 01_chirper (monster_world_screeching_area) and 06_warpoor (death_world_dark_castle_layer)
Swapping creatures 09_blood_slime (earth_world_rotting_cavern) and 0a_old_face (death_world_lingering_curse_layer)
Swapping creatures 02_horned_slime (illusion_world_gloomy_domain) and 06_warpoor (monster_world_screeching_area)
Swapping creatures 09_cocoon_plant (death_world_gate_of_the_dead) and 0a_ruby_demon (earth_world_quaking_cavern)
Swapping creatures 0d_hatchlin (water_world_impure_pool_area) and 04_dragon_turtle (water_world_impure_pool_area)
Swapping creatures 02_horned_slime (monster_world_screeching_area) and 0a_dweller (water_world_impure_pool_area)
Swapping creatures 06_fanged_worm (human_world_solitary_region) and 08_apocrypha (water_world_sunken_river_area)
Swapping creatures 0d_blood_bone (death_world_gate_of_the_dead) and 05_horned_skull (human_world_cursed_region)
Swapping creatures 04_great_frog (death_world_undead_layer) and 05_armored_warrior (illusion_world_gloomy_domain)
Swapping creatures 0a_horned_slime (human_world_hidden_region) and 0a_cocoon_plant (water_world_watery_labyrinth_area)
Swapping creatures 09_armored_warrior (death_world_dark_castle_layer) and 01_earth_knight (water_world_watery_labyrinth_area)
Swapping creatures 0e_acid_slime (human_world_solitary_region) and 04_kabasaur (human_world_solitary_region)
Swapping creatures 05_dark_spirits (illusion_world_gloomy_domain) and 09_cross_breed (death_world_gate_of_the_dead)
Swapping creatures 00_acid_slime (earth_world_stone_cavern) and 0c_hanging_dead (death_world_gate_of_the_dead)
Swapping creatures 00_night_howler (earth_world_false_pit_cavern) and 01_horned_slime (water_world_impure_pool_area)
Swapping creatures 06_armored_slayer (death_world_dark_castle_layer) and 09_cocoon_plant (earth_world_quaking_cavern)
Swapping creatures 02_blood_slime (monster_world_false_eye_area) and 0d_damned_angel (fire_world_ashen_cavern)
Swapping creatures 09_war_demon_2 (illusion_world_bewilderment_domain) and 04_tree_ogre (water_world_watery_labyrinth_area)
Swapping creatures 05_horned_slime (human_world_hidden_region) and 01_myconid (human_world_hidden_region)
Swapping creatures 06_fire_jinn (fire_world_phoenix_cave) and 01_dweller (death_world_undead_layer)
Swapping creatures 08_berzerker (earth_world_stone_cavern) and 05_hobble_worm (death_world_gate_of_the_dead)
Swapping creatures 05_armored_jinn (fire_world_ashen_cavern) and 0e_acid_slime (human_world_solitary_region)
Swapping creatures 04_acid_slime (fire_world_phoenix_cave) and 08_wyvern (earth_world_rotting_cavern)
Swapping creatures 06_oblid (monster_world_screeching_area) and 01_acid_pod (earth_world_rotting_cavern)
Swapping creatures 0a_warpoor (fire_world_molten_cavern) and 0e_watcher_plant (human_world_hidden_region)
Swapping creatures 08_star_serpent (earth_world_rotting_cavern) and 05_dark_spirits (death_world_gate_of_the_dead)
Swapping creatures 08_berzerker (death_world_gate_of_the_dead) and 00_gorgoral (illusion_world_bewilderment_domain)
Swapping creatures 0e_mystic_tower (fire_world_burning_cavern) and 04_kabasaur (human_world_solitary_region)
Swapping creatures 00_black_onyx (earth_world_rotting_cavern) and 05_master_howler (water_world_impure_pool_area)
Swapping creatures 01_berzerker (fire_world_ashen_cavern) and 04_acid_skull (human_world_forgotten_region)
Swapping creatures 08_war_demon_1 (illusion_world_dream_domain) and 0a_demons_eye (monster_world_screeching_area)
Swapping creatures 0c_death_mage (earth_world_false_pit_cavern) and 00_master_knight (illusion_world_worship_domain)
Swapping creatures 0a_horned_slime (water_world_watery_labyrinth_area) and 02_karasu (fire_world_burning_cavern)
Swapping creatures 05_dweller (fire_world_burning_cavern) and 09_freak (illusion_world_gloomy_domain)
Swapping creatures 06_hell_warrior (human_world_solitary_region) and 04_cannon_snail (earth_world_false_pit_cavern)
Swapping creatures 0d_saurian_warrior_b (earth_world_stone_cavern) and 0e_rotting_face (water_world_watery_labyrinth_area)
Swapping creatures 00_night_howler (water_world_impure_pool_area) and 00_acid_slime (death_world_gate_of_the_dead)
Swapping creatures 06_armored_slayer (earth_world_quaking_cavern) and 05_earth_knight (earth_world_hostile_rock_cavern)
Swapping creatures 0a_bone_wolf (death_world_gate_of_the_dead) and 06_mystic_tower (fire_world_ashen_cavern)
Swapping creatures 0c_demon_bat (water_world_watery_labyrinth_area) and 01_berzerker (human_world_forgotten_region)
Swapping creatures 00_dark_spider (earth_world_poisonous_cavern) and 09_iron_crusher (fire_world_burning_cavern)
Swapping creatures 0c_barrel_snail (monster_world_false_eye_area) and 02_fire_jinn (death_world_dark_castle_layer)
Swapping creatures 09_cross_breed (illusion_world_gloomy_domain) and 06_hell_warrior (earth_world_false_pit_cavern)
Swapping creatures 08_hermit_crab (human_world_forgotten_region) and 04_dark_spirits (earth_world_false_pit_cavern)
Swapping creatures 0c_gaze_hopper (earth_world_false_pit_cavern) and 0c_ray_plant (earth_world_quaking_cavern)
Swapping creatures 0c_death_mage (illusion_world_worship_domain) and 06_fanged_worm (water_world_sunken_river_area)
Swapping creatures 05_warden (monster_world_screeching_area) and 04_great_frog (illusion_world_gloomy_domain)
Swapping creatures 0d_saurian_warrior_b (water_world_watery_labyrinth_area) and 00_acid_slime (water_world_impure_pool_area)
Swapping creatures 02_skeleton (human_world_solitary_region) and 01_stack_eyes (water_world_watery_labyrinth_area)
Swapping creatures 00_night_howler (death_world_gate_of_the_dead) and 01_myconid (human_world_hidden_region)
Swapping creatures 02_bone_wolf (illusion_world_bewilderment_domain) and 05_dweller (illusion_world_gloomy_domain)
Swapping creatures 0d_arachness (human_world_solitary_region) and 0c_gaze_hopper (earth_world_quaking_cavern)
Swapping creatures 01_stack_eyes (human_world_solitary_region) and 0d_trickster (fire_world_burning_cavern)
Swapping creatures 05_dark_spirits (earth_world_rotting_cavern) and 02_blood_brain (water_world_impure_pool_area)
Swapping creatures 00_dark_spider (fire_world_burning_cavern) and 05_armored_jinn (human_world_solitary_region)
Swapping creatures 08_berzerker (illusion_world_bewilderment_domain) and 08_war_demon_1 (monster_world_screeching_area)
Swapping creatures 02_horned_slime (water_world_impure_pool_area) and 0e_manna_python (earth_world_hostile_rock_cavern)
Swapping creatures 08_berzerker (monster_world_screeching_area) and 08_torg (fire_world_phoenix_cave)
Swapping creatures 09_dementor (death_world_dark_castle_layer) and 01_gargaral (illusion_world_bewilderment_domain)
Swapping creatures 05_dwarfling (human_world_cursed_region) and 0d_crying_root (earth_world_poisonous_cavern)
Swapping creatures 00_dark_spider (monster_world_false_eye_area) and 0d_arachness (earth_world_quaking_cavern)
Swapping creatures 09_steel_servant (water_world_watery_labyrinth_area) and 05_earth_knight (earth_world_quaking_cavern)
Swapping creatures 0c_maristella (earth_world_false_pit_cavern) and 01_myconid (death_world_gate_of_the_dead)
Swapping creatures 08_casket (fire_world_burning_cavern) and 04_great_frog (monster_world_screeching_area)
Swapping creatures 0a_demons_eye (illusion_world_dream_domain) and 01_doriwi (earth_world_quaking_cavern)
Swapping creatures 06_fire_jinn (death_world_undead_layer) and 00_bone_demon (water_world_watery_labyrinth_area)
Swapping creatures 00_watcher_plant (earth_world_false_pit_cavern) and 01_demon_bat (earth_world_quaking_cavern)
Swapping creatures 04_great_frog (fire_world_burning_cavern) and 06_skeleton (human_world_forgotten_region)
Swapping creatures 09_dwarf_warrior (earth_world_quaking_cavern) and 05_doriwi (water_world_white_rain_area)
Swapping creatures 05_acid_pod (illusion_world_worship_domain) and 0e_rotting_face (earth_world_stone_cavern)
Swapping creatures 05_acid_pod (earth_world_stone_cavern) and 04_tree_ogre (illusion_world_bewilderment_domain)
Swapping creatures 08_wyvern (fire_world_phoenix_cave) and 06_elder (earth_world_rotting_cavern)
Swapping creatures 0a_dweller (monster_world_screeching_area) and 00_bone_demon (death_world_undead_layer)
Swapping creatures 05_water_knight (fire_world_molten_cavern) and 02_skeleton (water_world_watery_labyrinth_area)
Swapping creatures 0a_barrel_snail (illusion_world_gloomy_domain) and 08_oxelus (human_world_cursed_region)
Swapping creatures 0d_bugler (death_world_dark_castle_layer) and 04_king_hopper (monster_world_screeching_area)
Swapping creatures 02_blood_slime (fire_world_ashen_cavern) and 0a_armored_slayer (monster_world_false_eye_area)
Swapping creatures 05_master_howler (earth_world_rotting_cavern) and 05_horned_slime (human_world_hidden_region)
Swapping creatures 0d_tondrom (human_world_hidden_region) and 0c_death_mage (water_world_sunken_river_area)
Swapping creatures 0c_demon_bat (human_world_forgotten_region) and 02_tongue_imp (illusion_world_worship_domain)
Swapping creatures 08_hermit_crab (earth_world_false_pit_cavern) and 0e_watcher_plant (fire_world_molten_cavern)
Swapping creatures 04_berzerker (fire_world_burning_cavern) and 01_gargaral (death_world_dark_castle_layer)
Swapping creatures 00_earth_knight (human_world_forgotten_region) and 02_mystic_tower (death_world_dark_castle_layer)
Swapping creatures 01_shadow_spider (human_world_cursed_region) and 08_apocrypha (human_world_solitary_region)
Swapping creatures 05_gargaral (illusion_world_gloomy_domain) and 0a_bone_wolf (fire_world_ashen_cavern)
Swapping creatures 0d_arachness (monster_world_false_eye_area) and 0d_bugler (monster_world_screeching_area)
Swapping creatures 00_gorgoral (death_world_gate_of_the_dead) and 01_berzerker (water_world_watery_labyrinth_area)
Swapping creatures 0e_manna_python (water_world_impure_pool_area) and 04_acid_slime (earth_world_rotting_cavern)
Swapping creatures 01_acid_slime (death_world_undead_layer) and 06_fanged_worm (illusion_world_worship_domain)
Swapping creatures 01_berzerker (death_world_gate_of_the_dead) and 04_berzerker (earth_world_hostile_rock_cavern)
Swapping creatures 0a_mystic_tower (fire_world_burning_cavern) and 06_skeleton (human_world_hidden_region)
Swapping creatures 01_acid_pod (monster_world_screeching_area) and 08_berzerker (fire_world_phoenix_cave)
Swapping creatures 0d_arachness (monster_world_screeching_area) and 01_shadow_spider (human_world_solitary_region)
Swapping creatures 00_bone_demon (monster_world_screeching_area) and 09_steel_servant (earth_world_quaking_cavern)
Swapping creatures 0c_worm_face (water_world_white_rain_area) and 05_blood_skull (human_world_forgotten_region)
Swapping creatures 06_fanged_worm (death_world_undead_layer) and 0d_tondrom (water_world_sunken_river_area)
Swapping creatures 0e_claw_head (fire_world_burning_cavern) and 09_shadow_spider (earth_world_poisonous_cavern)
Swapping creatures 09_demon_bat (human_world_solitary_region) and 06_skeleton (fire_world_burning_cavern)
Swapping creatures 05_dweller (illusion_world_bewilderment_domain) and 04_night_howler (monster_world_false_eye_area)
Swapping creatures 00_acid_slime (water_world_watery_labyrinth_area) and 0d_deha (illusion_world_gloomy_domain)
Swapping creatures 01_horned_slime (earth_world_false_pit_cavern) and 09_cerberus (fire_world_ashen_cavern)
Swapping creatures 0a_rotting_face (illusion_world_bewilderment_domain) and 06_skeleton (human_world_solitary_region)
Swapping creatures 00_dark_spider (earth_world_quaking_cavern) and 04_minor_dwarf (earth_world_rotting_cavern)
Swapping creatures 04_kabasaur (fire_world_burning_cavern) and 0c_demon_bat (illusion_world_worship_domain)
Swapping creatures 06_hell_warrior (illusion_world_gloomy_domain) and 0c_demon_bat (fire_world_burning_cavern)
Swapping creatures 01_blood_slime (human_world_hidden_region) and 04_kiljoy (illusion_world_bewilderment_domain)
Swapping creatures 0a_ruby_demon (death_world_gate_of_the_dead) and 0a_mystic_tower (human_world_hidden_region)
Swapping creatures 06_warpoor (illusion_world_gloomy_domain) and 0d_blood_bone (human_world_cursed_region)
Swapping creatures 0a_warpoor (human_world_hidden_region) and 0e_mystic_tower (human_world_solitary_region)
Swapping creatures 05_armored_warrior (death_world_undead_layer) and 0d_cocoon_plant (illusion_world_bewilderment_domain)
Swapping creatures 0a_mystic_tower (death_world_gate_of_the_dead) and 0d_deha (water_world_watery_labyrinth_area)
Swapping creatures 0d_crying_root (human_world_cursed_region) and 0e_acid_slime (fire_world_ashen_cavern)
Swapping creatures 08_clay_servant (earth_world_quaking_cavern) and 00_black_onyx (water_world_impure_pool_area)
Swapping creatures 05_blood_skull (water_world_white_rain_area) and 08_apocrypha (human_world_cursed_region)
Swapping creatures 02_elder (earth_world_rotting_cavern) and 09_cross_breed (earth_world_false_pit_cavern)
Swapping creatures 04_dark_spirits (human_world_forgotten_region) and 05_doriwi (earth_world_quaking_cavern)
Swapping creatures 08_war_demon_1 (illusion_world_bewilderment_domain) and 06_armored_slayer (earth_world_hostile_rock_cavern)
Swapping creatures 09_dementor (illusion_world_bewilderment_domain) and 0c_gaze_hopper (human_world_solitary_region)
Swapping creatures 0c_old_face (illusion_world_gloomy_domain) and 02_horned_slime (earth_world_hostile_rock_cavern)
Swapping creatures 0a_old_face (earth_world_rotting_cavern) and 04_dark_spirits (earth_world_quaking_cavern)
Swapping creatures 04_berzerker (death_world_gate_of_the_dead) and 02_dark_imp (earth_world_quaking_cavern)
Swapping creatures 06_mystic_tower (death_world_gate_of_the_dead) and 01_horned_slime (fire_world_ashen_cavern)
Swapping creatures 09_war_demon_2 (water_world_watery_labyrinth_area) and 0d_dweller (fire_world_molten_cavern)
Swapping creatures 08_dark_spider (human_world_solitary_region) and 08_war_demon_1 (earth_world_hostile_rock_cavern)
Swapping creatures 0d_dweller (water_world_watery_labyrinth_area) and 02_parasite (fire_world_molten_cavern)
Swapping creatures 01_doriwi (illusion_world_dream_domain) and 01_blood_slime (illusion_world_bewilderment_domain)
Swapping creatures 01_berzerker (earth_world_hostile_rock_cavern) and 08_trickster (earth_world_poisonous_cavern)
Swapping creatures 01_earth_knight (death_world_dark_castle_layer) and 00_gorgoral (water_world_watery_labyrinth_area)
Swapping creatures 06_elder (fire_world_phoenix_cave) and 00_gorgoral (death_world_dark_castle_layer)
Swapping creatures 05_dweller (monster_world_false_eye_area) and 0c_death_mage (human_world_hidden_region)
Swapping creatures 00_bone_demon (earth_world_quaking_cavern) and 0e_dinogon (monster_world_false_eye_area)
Swapping creatures 01_horned_skull (fire_world_molten_cavern) and 01_chirper (death_world_dark_castle_layer)
Swapping creatures 00_acid_slime (illusion_world_gloomy_domain) and 09_shadow_spider (fire_world_burning_cavern)
Swapping creatures 09_dark_fairy (human_world_cursed_region) and 05_water_knight (water_world_watery_labyrinth_area)
Swapping creatures 00_bone_demon (monster_world_false_eye_area) and 08_dark_spider (earth_world_hostile_rock_cavern)
Swapping creatures 01_earth_knight (water_world_watery_labyrinth_area) and 0a_cocoon_plant (human_world_hidden_region)
Swapping creatures 08_war_demon_1 (human_world_solitary_region) and 00_sand_leech_a (death_world_lingering_curse_layer)
Swapping creatures 00_red_puppet (human_world_solitary_region) and 01_beak_plant (human_world_cursed_region)
Swapping creatures 0d_deha (death_world_gate_of_the_dead) and 0e_claw_head (earth_world_poisonous_cavern)
Swapping creatures 0d_death_serpent (earth_world_rotting_cavern) and 0a_old_face (earth_world_quaking_cavern)
Swapping creatures 0e_manna_python (earth_world_rotting_cavern) and 06_gordoral (illusion_world_bewilderment_domain)
