Creature Name,Power Score,HP,Area Score,Area,STR,SPD,DEF,BAL,SLA,SMH,PIR,SPR,FOC,HAM,PUR,PAR,MEL,SOL,Attack1,Attack2,Magic1,Physical Attacks (0x20),Magic Attacks (0x30)
08_oxelus,4038,5700,0,"monster_world_screeching_area",0,3,0,0,6,0,2,0,0,0,0,0,0,0,82,76,0,"514/338/449; 189/156/241","206/32"
08_armored_guardian,3867,4200,0,"death_world_dark_castle_layer",7,0,1,0,2,2,0,0,0,0,1,2,0,0,130,104,47,"494/598/364; 475/436/312",""
0d_bugler,3762,4200,0,"death_world_dark_castle_layer",2,0,0,0,0,0,0,10,0,0,0,0,0,0,221,234,0,"","312"
06_fire_jinn,3665,572,0,"fire_world_burning_cavern",0,0,0,0,1,1,1,1,0,0,1,0,0,0,26,26,0,"156/150/124","115/36"
02_fire_jinn,3665,572,0,"fire_world_phoenix_cave",0,0,0,0,1,1,1,1,0,0,1,0,0,0,26,26,0,"156/150/124","115/36"
09_freak,3633,3600,0,"monster_world_false_eye_area",0,0,0,2,0,0,6,0,0,4,0,0,0,1,102,85,0,"273/364/481; 273/273/403; 312/299/338","93/302/494; 77"
05_magi_magus,3631,3730,0,"water_world_white_rain_area",0,0,0,0,0,0,0,10,1,6,0,0,12,9,195,221,25,"","153/388; 154"
0a_armored_slayer,3613,3800,0,"death_world_dark_castle_layer",0,0,3,0,3,2,0,0,0,0,0,0,2,0,156,117,0,"559/429/325; 442/572/403",""
06_armored_slayer,3613,3800,0,"death_world_gate_of_the_dead",0,0,3,0,3,2,0,0,0,0,0,0,2,0,156,117,0,"559/429/325; 442/572/403",""
04_tree_ogre,3454,4900,0,"death_world_lingering_curse_layer",0,0,0,0,0,0,0,2,0,1,2,0,3,2,90,90,0,"325/405/364","159/16"
0d_death_serpent,3415,4730,0,"monster_world_false_eye_area",0,0,0,6,0,4,0,0,0,0,3,5,0,0,78,72,0,"462/559/345","216/107; 77"
0a_wizcrypha,3404,3200,0,"death_world_lingering_curse_layer",0,0,2,0,0,0,0,5,3,0,3,3,3,1,255,255,0,"","173/32; 172/32; 99"
05_armored_warrior,3374,3900,0,"death_world_gate_of_the_dead",3,0,1,0,0,2,1,0,0,0,0,2,0,0,111,78,0,"559/455/338; 455/537/286",""
09_armored_warrior,3374,3900,0,"death_world_gate_of_the_dead",3,0,1,0,0,2,1,0,0,0,0,2,0,0,111,78,0,"559/455/338; 455/537/286",""
08_wyvern,3346,4500,0,"death_world_dark_castle_layer",0,0,0,0,0,0,0,7,5,4,0,0,0,1,98,91,0,"234/195/286","299/381"
01_stack_eyes,3237,4150,0,"death_world_dark_castle_layer",0,0,2,0,0,0,0,0,0,7,1,0,0,0,78,94,0,"403/494/397","171/15; 171/15; 171/15"
08_fester,3103,4650,0,"illusion_world_worship_domain",2,3,0,0,0,0,6,0,0,0,2,5,0,0,65,78,38,"","189"
0d_deha,3065,3360,0,"illusion_world_gloomy_domain",2,0,0,0,0,0,0,2,0,0,0,0,5,0,52,52,50,"286/325/224; 273/351/198; 156/325/263","181/179"
0c_old_face,3057,3200,0,"death_world_dark_castle_layer",2,0,3,2,0,0,3,0,1,0,0,0,0,1,156,143,0,"390/507/364","77; 89"
04_dragon_turtle,2930,4050,0,"water_world_white_rain_area",0,0,7,4,0,0,0,1,0,6,0,0,1,0,68,59,0,"297/481/286","151/150"
08_apocrypha,2890,2000,0,"death_world_lingering_curse_layer",0,0,0,0,0,0,0,3,0,1,2,0,0,0,234,255,0,"","293/130; 293/130"
08_claw_head,2875,3600,0,"death_world_undead_layer",0,0,3,0,3,5,4,4,2,3,0,0,0,0,127,127,0,"312/156/208",""
05_old_face,2815,4100,0,"death_world_lingering_curse_layer",0,0,0,0,0,0,0,0,4,3,3,0,0,1,81,120,0,"","167"
02_karasu,2814,3800,0,"death_world_gate_of_the_dead",0,2,0,1,0,0,1,0,0,2,1,0,1,5,90,85,0,"403/375/277",""
0a_cursed_demon,2789,3780,0,"monster_world_screeching_area",0,0,0,2,0,0,0,4,4,0,2,0,0,0,78,72,0,"507/260/423","99"
00_master_knight,2781,3200,0,"illusion_world_bewilderment_domain",2,2,3,0,2,0,0,0,0,0,0,0,0,0,81,72,0,"494/338/273; 260/208/507",""
06_oblid,2769,3500,0,"monster_world_false_eye_area",0,2,0,0,0,7,0,0,0,0,1,0,0,0,56,46,0,"316/429/353; 416/364/293",""
09_descrypha,2757,1800,0,"death_world_lingering_curse_layer",0,0,0,0,0,0,0,3,0,1,0,0,2,0,234,255,0,"","297/130; 297/130"
00_panak,2744,5100,0,"death_world_lingering_curse_layer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"",""
08_war_demon_1,2736,3500,0,"illusion_world_worship_domain",3,1,0,0,1,0,3,0,0,0,0,2,0,0,59,52,0,"377/371/195; 384/397/143",""
01_disguise,2603,2700,0,"illusion_world_dream_domain",0,5,0,0,0,0,0,21,7,3,8,0,0,0,117,143,26,"","197; 195/30"
01_gorthaur,2436,3450,0,"illusion_world_worship_domain",0,0,0,0,0,0,0,0,10,7,1,0,0,0,39,47,36,"254/143/234","190"
0d_saurian_warrior_b,2347,2800,0,"monster_world_false_eye_area",1,0,3,0,4,0,0,0,0,0,0,1,0,0,47,65,0,"332/455/228","77"
0c_saurian_warrior_a,2327,2800,0,"monster_world_screeching_area",0,1,3,2,3,0,0,0,0,0,0,0,0,0,47,65,0,"462/364/228",""
04_king_hopper,2212,3230,0,"monster_world_screeching_area",1,0,0,0,0,6,0,0,0,0,0,0,0,0,77,77,0,"","207/2"
09_war_demon_2,2149,2800,0,"illusion_world_bewilderment_domain",2,0,2,0,0,4,0,0,0,0,0,2,0,0,59,52,0,"377/163/143; 267/98/78",""
04_dread_knight,2134,2400,0,"earth_world_hostile_rock_cavern",10,0,0,3,8,6,0,0,0,0,0,4,0,7,59,52,15,"247/189/146; 143/202/319","110"
04_dark_spirits,2121,2040,0,"illusion_world_bewilderment_domain",0,2,0,0,0,0,3,0,0,0,0,0,1,2,46,52,0,"156/182/481; 462/143/163",""
00_red_puppet,2121,2040,0,"illusion_world_bewilderment_domain",0,2,0,0,0,0,3,0,0,0,0,0,1,2,46,52,0,"156/182/481; 462/143/163",""
00_dark_spirits,2108,2040,0,"illusion_world_gloomy_domain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,52,0,"","199/11; 201/119; 198/120"
05_dark_spirits,2098,2040,0,"illusion_world_bewilderment_domain",0,2,0,0,0,0,3,0,0,0,0,0,1,2,46,52,0,"150/176/377; 488/137/176",""
01_dark_spirits,2098,2040,0,"illusion_world_gloomy_domain",0,2,0,0,0,0,3,0,0,0,0,0,1,2,46,52,0,"150/176/377; 488/137/176",""
04_zygote,2026,2000,0,"fire_world_phoenix_cave",0,0,1,0,2,0,0,3,1,0,0,0,0,0,52,47,0,"202/388/182","133; 318"
0c_death_mage,2000,1800,0,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,1,5,0,2,0,0,0,98,111,0,"221/104/130","185"
08_hermit_crab,1991,2420,0,"monster_world_screeching_area",0,0,0,0,0,0,0,3,0,0,5,0,0,3,52,46,0,"325/416/351","205"
00_hell_hunter,1977,3600,0,"death_world_dark_castle_layer",0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,"","156/15; 158/15"
0e_claw_head,1977,3600,0,"death_world_undead_layer",0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,"","156/15; 158/15"
04_demon_warrior,1918,1880,0,"illusion_world_gloomy_domain",2,1,0,0,1,1,2,1,0,0,0,0,0,1,65,65,0,"323/189/351; 234/228/195","186"
09_koazul,1878,1540,0,"water_world_watery_labyrinth_area",2,0,0,0,1,0,1,3,0,0,0,0,0,1,50,52,0,"338/143/299; 351/182/338","147/50"
09_pulsating_heart,1825,2000,0,"death_world_undead_layer",6,2,0,0,6,0,1,6,0,0,6,4,4,4,0,0,0,"195/130/182","166/52/110"
09_dementor,1813,2270,0,"water_world_impure_pool_area",4,0,1,0,0,0,3,1,0,0,0,1,0,1,39,30,0,"325/208/172; 254/195/154",""
0e_dinogon,1792,2020,0,"monster_world_false_eye_area",0,3,0,0,0,2,0,0,0,1,0,4,0,0,55,50,0,"215/479/338","203/75"
0d_slasher,1773,1620,0,"water_world_watery_labyrinth_area",0,2,0,0,5,0,0,0,0,0,0,0,0,0,52,52,0,"332/163/254","150/518/527"
0d_blood_bone,1747,2820,0,"death_world_gate_of_the_dead",0,3,0,0,3,0,0,1,3,0,2,3,0,3,0,0,0,"325/267/195","99"
04_kabasaur,1745,1700,0,"water_world_sunken_river_area",3,0,0,1,0,2,0,1,0,0,0,0,1,0,52,45,0,"397/325/182; 299/390/150",""
00_kabasaur,1745,1700,0,"water_world_watery_labyrinth_area",3,0,0,1,0,2,0,1,0,0,0,0,1,0,52,45,0,"397/325/182; 299/390/150",""
04_great_frog,1547,2740,0,"water_world_impure_pool_area",5,0,2,0,0,0,0,1,0,0,4,0,4,0,11,11,0,"",""
01_chirper,1531,2520,0,"monster_world_screeching_area",5,0,0,0,0,0,0,0,0,0,3,0,0,0,32,26,0,"","77"
0e_manna_python,1524,1980,0,"water_world_watery_labyrinth_area",2,0,0,0,0,2,0,0,0,0,0,0,2,0,42,36,0,"189/247/182","146/4"
08_ring_demon,1498,2050,0,"illusion_world_gloomy_domain",0,0,0,0,0,0,0,0,1,2,3,0,0,0,42,52,0,"","306/10"
05_water_knight,1498,1580,0,"water_world_impure_pool_area",0,0,2,0,0,1,4,0,0,1,0,0,1,0,52,47,0,"176/241/130; 176/241/130",""
05_master_howler,1476,1450,0,"monster_world_false_eye_area",8,0,0,0,0,0,0,2,0,0,0,1,5,8,52,39,0,"468/462/338",""
0a_dark_bishop,1399,1560,0,"illusion_world_gloomy_domain",0,0,0,0,0,0,0,2,3,0,0,0,0,1,19,46,0,"169/325/127","179"
05_hell_hunter,1386,2100,0,"death_world_lingering_curse_layer",0,0,1,2,1,1,2,1,2,1,1,0,0,2,20,19,0,"182/156/137",""
0d_arachness,1371,1270,0,"fire_world_ashen_cavern",1,1,0,0,0,0,0,3,4,0,0,1,0,0,47,47,0,"319/234/182","125; 114"
09_cross_breed,1369,1800,0,"illusion_world_worship_domain",0,0,0,0,0,0,0,1,1,1,1,0,0,2,33,39,0,"","194/73/116; 77"
00_winged_worm,1356,1720,0,"water_world_watery_labyrinth_area",0,0,0,0,0,0,0,0,2,0,3,0,0,0,68,59,0,"","155; 77"
01_berzerker,1292,1380,0,"fire_world_ashen_cavern",1,1,1,1,0,1,0,0,0,0,0,2,0,0,46,37,0,"234/316/158","116"
04_berzerker,1292,1380,0,"fire_world_ashen_cavern",1,1,1,1,0,1,0,0,0,0,0,2,0,0,46,37,0,"234/316/158","116"
00_berzerker,1292,1380,0,"fire_world_burning_cavern",1,1,1,1,0,1,0,0,0,0,0,2,0,0,46,37,0,"234/316/158","116"
08_berzerker,1292,1380,0,"fire_world_molten_cavern",1,1,1,1,0,1,0,0,0,0,0,2,0,0,46,37,0,"234/316/158","116"
0c_worm_face,1256,1410,0,"water_world_impure_pool_area",3,0,0,1,0,0,0,0,2,0,0,0,1,0,39,39,0,"176/195/143","141/164"
05_armored_jinn,1224,720,0,"fire_world_ashen_cavern",0,0,0,0,1,1,1,1,1,0,0,1,0,0,33,33,0,"325/260/224","114/10"
04_auriel_b,1182,1000,0,"earth_world_poisonous_cavern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,91,12,"",""
0d_damned_angel,1150,1280,0,"fire_world_molten_cavern",3,0,0,0,0,0,0,2,4,0,0,0,2,0,39,52,0,"","132"
02_dark_imp,1122,1040,0,"illusion_world_gloomy_domain",0,0,0,0,0,0,0,4,0,0,7,0,0,3,20,26,0,"","319; 99"
06_black_imp,1122,1040,0,"illusion_world_gloomy_domain",0,0,0,0,0,0,0,4,0,0,7,0,0,3,20,26,0,"","319; 99"
08_clay_servant,1120,980,0,"earth_world_stone_cavern",2,0,2,2,0,0,0,0,0,0,0,0,0,0,36,34,0,"133/358/125; 167/255/112",""
0e_rotting_face,1093,420,0,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,5,5,1,0,0,0,7,104,115,0,"","99; 188"
0a_rotting_face,1093,420,0,"illusion_world_worship_domain",0,0,0,0,0,0,0,5,5,1,0,0,0,7,104,115,0,"","99; 188"
05_earth_knight,1092,970,0,"earth_world_false_pit_cavern",0,3,2,0,2,0,0,1,0,2,0,0,0,1,39,34,0,"159/115/81; 85/55/162; 59/29/253",""
01_earth_knight,1092,970,0,"earth_world_false_pit_cavern",0,3,2,0,2,0,0,1,0,2,0,0,0,1,39,34,0,"159/115/81; 85/55/162; 59/29/253",""
00_earth_knight,1092,970,4,"earth_world_rotting_cavern",0,3,2,0,2,0,0,1,0,2,0,0,0,1,39,34,0,"159/115/81; 85/55/162; 59/29/253",""
00_night_howler,1091,950,0,"monster_world_false_eye_area",2,2,0,0,0,0,0,0,0,0,0,0,1,0,45,36,0,"416/319/307",""
04_night_howler,1091,950,0,"monster_world_false_eye_area",2,2,0,0,0,0,0,0,0,0,0,0,1,0,45,36,0,"416/319/307",""
08_torg,1068,1200,0,"earth_world_quaking_cavern",2,0,1,2,0,1,0,0,0,0,0,0,0,0,39,26,0,"128/260/55","93/225"
00_black_onyx,1053,750,4,"earth_world_rotting_cavern",0,0,0,1,0,0,0,1,1,0,1,0,0,2,34,37,0,"185/156/117","275/72"
04_kiljoy,1030,720,4,"earth_world_rotting_cavern",0,2,0,0,4,0,0,0,0,0,0,0,0,0,26,26,0,"234/77/146; 249/85/159; 262/111/214",""
0a_warpoor,1026,1120,0,"illusion_world_gloomy_domain",1,0,0,3,0,0,1,0,0,0,0,1,2,0,37,39,0,"","192; 320"
06_warpoor,1026,1120,0,"illusion_world_worship_domain",1,0,0,3,0,0,1,0,0,0,0,1,2,0,37,39,0,"","192; 320"
09_iron_crusher,1013,1100,0,"fire_world_burning_cavern",0,0,0,0,0,3,0,0,0,0,0,1,2,0,32,29,0,"","121/0; 120/150/151"
0d_dweller,1013,1100,0,"fire_world_burning_cavern",0,0,0,0,0,3,0,0,0,0,0,1,2,0,32,29,0,"","121/0; 120/150/151"
09_dark_fairy,1010,1032,0,"illusion_world_dream_domain",0,0,0,0,0,0,0,0,1,0,2,0,0,2,26,32,0,"","176/159/207"
08_guardian_b,997,870,0,"earth_world_false_pit_cavern",1,0,0,0,0,0,1,1,1,0,0,0,0,1,20,21,0,"120/91/193; 120/91/284","260/2"
0c_ray_plant,978,1080,0,"earth_world_false_pit_cavern",0,0,0,0,5,0,0,0,5,0,0,0,0,0,21,20,0,"","271/228; 319"
06_mystic_tower,919,1050,0,"fire_world_ashen_cavern",1,0,0,0,0,0,0,0,0,1,0,1,0,0,26,26,0,"","281/17; 119"
0e_mystic_tower,919,1050,0,"fire_world_burning_cavern",1,0,0,0,0,0,0,0,0,1,0,1,0,0,26,26,0,"","281/17; 119"
02_mystic_tower,919,1050,0,"fire_world_molten_cavern",1,0,0,0,0,0,0,0,0,1,0,1,0,0,26,26,0,"","281/17; 119"
02_gordoral,891,850,0,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,0,0,0,1,5,0,0,34,34,0,"","310/0"
06_gordoral,891,850,0,"illusion_world_gloomy_domain",0,0,0,0,0,0,0,0,0,0,1,5,0,0,34,34,0,"","310/0"
0c_gaze_hopper,871,650,0,"water_world_sunken_river_area",0,0,1,0,0,0,0,1,2,0,0,0,0,2,32,33,0,"202/372/163","145/46"
05_warden,861,1110,0,"monster_world_false_eye_area",0,0,5,0,0,0,0,0,0,0,0,3,0,0,16,21,0,"","215/34"
02_dead_abraxus,852,1,0,"fire_world_molten_cavern",0,0,0,0,0,0,0,5,2,1,0,5,0,4,104,117,16,"",""
06_dweller,833,1160,0,"water_world_impure_pool_area",1,0,0,1,0,0,0,0,0,1,0,0,1,0,24,26,0,"","143"
0a_dweller,833,1160,0,"water_world_impure_pool_area",1,0,0,1,0,0,0,0,0,1,0,0,1,0,24,26,0,"","143"
01_gargaral,812,750,0,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,0,0,0,1,5,0,0,34,34,0,"","182"
05_gargaral,812,750,0,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,0,0,0,1,5,0,0,34,34,0,"","182"
02_sand_leech_b,788,700,4,"earth_world_rotting_cavern",1,0,0,0,1,1,1,0,0,0,1,0,0,0,32,32,0,"107/52/199",""
09_sloth_bug,780,560,0,"earth_world_hostile_rock_cavern",1,0,3,1,0,0,0,0,0,0,0,0,0,0,30,26,0,"121/78/202; 169/104/85","103"
0a_barrel_snail,780,560,0,"earth_world_stone_cavern",1,0,3,1,0,0,0,0,0,0,0,0,0,0,30,26,0,"121/78/202; 169/104/85","103"
05_hobble_worm,748,620,0,"earth_world_stone_cavern",0,0,0,0,0,0,0,1,0,2,0,0,0,2,33,26,0,"117/198/102","101/94; 102"
0c_maristella,739,820,0,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,0,3,0,2,0,0,0,26,39,0,"","177; 89"
0a_horned_slime,695,620,0,"water_world_impure_pool_area",0,0,1,0,0,0,0,0,0,0,1,0,1,0,19,19,0,"104/150/163","138/133"
05_horned_slime,695,620,0,"water_world_sunken_river_area",0,0,1,0,0,0,0,0,0,0,1,0,1,0,19,19,0,"104/150/163","138/133"
02_horned_slime,695,620,0,"water_world_watery_labyrinth_area",0,0,1,0,0,0,0,0,0,0,1,0,1,0,19,19,0,"104/150/163","138/133"
01_horned_slime,695,620,0,"water_world_white_rain_area",0,0,1,0,0,0,0,0,0,0,1,0,1,0,19,19,0,"104/150/163","138/133"
01_myconid,682,850,4,"earth_world_rotting_cavern",2,0,0,0,0,0,0,3,0,0,0,0,0,0,19,17,0,"81/124/65","78/6"
09_cocoon_plant,676,320,0,"earth_world_poisonous_cavern",0,0,0,2,0,0,0,0,0,2,0,0,0,0,20,20,0,"84/65/141","97/358/414"
05_blood_brain,628,590,0,"water_world_impure_pool_area",0,0,0,0,0,0,0,0,0,0,0,2,1,0,19,19,0,"65/163/112","140/43"
02_blood_brain,628,590,0,"water_world_watery_labyrinth_area",0,0,0,0,0,0,0,0,0,0,0,2,1,0,19,19,0,"65/163/112","140/43"
08_casket,616,261,2,"human_world_hidden_region",0,0,0,0,0,0,0,1,1,1,2,0,0,1,26,33,0,"","316"
0d_trickster,610,380,0,"earth_world_poisonous_cavern",0,0,0,0,1,0,0,1,0,0,0,0,4,2,20,24,0,"65/104/156","81; 315"
0a_guardian_a,572,480,2,"human_world_cursed_region",1,0,0,0,0,0,1,1,1,0,0,0,0,1,20,21,0,"39/43/119","260/2"
0e_elder,571,608,0,"earth_world_quaking_cavern",0,0,0,1,0,1,1,0,0,0,0,2,1,0,19,19,0,"76/59/163","77"
02_elder,571,608,4,"earth_world_rotting_cavern",0,0,0,1,0,1,1,0,0,0,0,2,1,0,19,19,0,"76/59/163","77"
06_elder,571,608,4,"earth_world_rotting_cavern",0,0,0,1,0,1,1,0,0,0,0,2,1,0,19,19,0,"76/59/163","77"
04_cannon_snail,565,640,0,"earth_world_quaking_cavern",0,0,2,0,0,0,0,1,0,0,0,0,2,0,26,23,0,"","106/3/6"
09_dwarf_warrior,539,382,4,"earth_world_rotting_cavern",1,0,0,0,1,0,0,0,0,1,0,0,0,0,20,20,0,"84/52/132; 84/52/171",""
06_fanged_worm,516,434,2,"human_world_hidden_region",1,0,0,2,0,0,0,0,1,2,0,0,0,0,19,20,0,"32/82/30","67/195"
01_beak_plant,504,480,0,"earth_world_quaking_cavern",0,1,0,1,0,0,0,0,0,1,0,0,0,0,20,20,0,"65/85/117","89"
08_star_serpent,497,454,0,"earth_world_hostile_rock_cavern",0,0,0,2,0,1,0,0,0,1,0,0,0,0,20,20,0,"85/103/81","76"
0c_dybbuk,488,520,0,"earth_world_stone_cavern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,13,"","98"
00_dybbuk,459,520,0,"earth_world_stone_cavern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,13,"",""
04_dybbuk,459,520,0,"earth_world_stone_cavern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,13,"",""
02_parasite,455,220,2,"human_world_hidden_region",2,0,0,0,0,0,0,2,0,1,2,0,0,2,16,16,0,"102/112/116; 102/99/107",""
00_watcher_plant,447,354,0,"earth_world_hostile_rock_cavern",0,0,0,0,1,0,0,0,0,0,1,0,1,0,16,16,0,"55/85/52","263/19"
02_watcher_plant,447,354,0,"earth_world_poisonous_cavern",0,0,0,0,1,0,0,0,0,0,1,0,1,0,16,16,0,"55/85/52","263/19"
0e_watcher_plant,447,354,4,"earth_world_rotting_cavern",0,0,0,0,1,0,0,0,0,0,1,0,1,0,16,16,0,"55/85/52","263/19"
02_lizard_servant,430,1,0,"monster_world_false_eye_area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,39,"",""
06_lizard_servant,430,1,0,"monster_world_false_eye_area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,39,"",""
02_skeleton,417,384,1,"human_world_solitary_region",0,1,0,1,1,0,0,0,0,0,0,0,0,1,20,19,0,"108/46/26",""
0a_skeleton,417,384,2,"human_world_cursed_region",0,1,0,1,1,0,0,0,0,0,0,0,0,1,20,19,0,"108/46/26",""
0c_barrel_snail,412,560,4,"earth_world_rotting_cavern",0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,10,0,"","75/3/6"
0d_tondrom,410,280,4,"earth_world_rotting_cavern",0,0,1,0,0,2,0,0,0,0,0,0,0,0,20,19,0,"47/158/55",""
01_blue_flicker,401,440,0,"earth_world_quaking_cavern",0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,8,0,"","267/11"
00_duhrin,399,600,0,"earth_world_poisonous_cavern",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,"",""
00_gorgoral,378,100,0,"illusion_world_gloomy_domain",0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,49,"",""
05_acid_pod,370,320,0,"earth_world_false_pit_cavern",0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,16,0,"","81/104"
0d_cocoon_plant,370,320,0,"earth_world_poisonous_cavern",0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,16,0,"","81/104"
01_acid_pod,370,320,0,"earth_world_poisonous_cavern",0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,16,0,"","81/104"
05_cocoon_plant,370,320,0,"earth_world_quaking_cavern",0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,16,0,"","81/104"
08_trickster,364,380,0,"earth_world_false_pit_cavern",0,0,1,1,0,0,0,0,1,0,0,0,0,0,16,13,0,"","88/77"
04_minor_dwarf,353,308,0,"earth_world_false_pit_cavern",1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,16,0,"59/117/34",""
0d_crying_root,349,350,0,"earth_world_stone_cavern",0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,0,"","104"
00_acid_skull,348,280,4,"human_world_forgotten_region",0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,13,0,"21/21/30","71"
